series,year,driver_name,team_name,n_races,total_points,avg_points,avg_finish,best_finish,worst_finish,wins,win_rate,podiums,podium_rate,points_finishes,points_rate,top10_finishes,top10_rate,total_laps,avg_kph,finish_std,points_std,dnf_count,dnf_rate
F2,2003,A. Deledda,HWA RACELAB,1,0.0,,20.0,20.0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,5.0,38.676,,,,
F2,2003,A. Iwasa,DAMS,4,0.0,,6.0,4.0,8.0,0,0.0,0,0.0,0,0.0,4,1.0,76.0,179.80325,1.8257418583505538,,,
F2,2003,A. Leclerc,DAMS,4,0.0,,7.25,3.0,12.0,0,0.0,1,0.25,0,0.0,3,0.75,75.0,179.54874999999998,3.774917217635375,,,
F2,2003,A. Markelov,BWT HWA RACELAB,3,0.0,,16.666666666666668,12.0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,65.0,190.44866666666667,4.163331998932265,,,
F2,2003,B. Benavides,PHM Racing by Charouz,4,0.0,,19.5,18.0,21.0,0,0.0,0,0.0,0,0.0,0,0.0,81.0,177.86075,1.2909944487358056,,,
F2,2003,B. Viscaal,Trident,4,0.0,,9.25,2.0,14.0,0,0.0,1,0.25,0,0.0,2,0.5,57.0,148.86575,5.251983752196243,,,
F2,2003,C. Ilott,UNI-Virtuosi,4,0.0,,6.75,1.0,14.0,1,0.25,2,0.5,0,0.0,3,0.75,106.0,193.28275,5.909032633745278,,,
F2,2003,C. Lundgaard,ART Grand Prix,8,0.0,,6.25,4.0,15.0,0,0.0,0,0.0,0,0.0,7,0.875,166.0,171.48475,3.693623849670827,,,
F2,2003,C. Novalak,MP Motorsport,3,0.0,,15.0,12.0,19.0,0,0.0,0,0.0,0,0.0,0,0.0,36.0,144.368,3.605551275463989,,,
F2,2003,C. Novalak,Trident,4,0.0,,17.0,13.0,22.0,0,0.0,0,0.0,0,0.0,0,0.0,74.0,178.658,3.7416573867739413,,,
F2,2003,D. Hauger,MP Motorsport,3,0.0,,4.666666666666667,2.0,8.0,0,0.0,1,0.3333333333333333,0,0.0,3,1.0,41.0,184.186,3.0550504633038935,,,
F2,2003,D. Ticktum,Carlin Racing,4,0.0,,8.5,4.0,13.0,0,0.0,0,0.0,0,0.0,3,0.75,57.0,148.89625,3.872983346207417,,,
F2,2003,D. Ticktum,DAMS,4,0.0,,7.0,3.0,11.0,0,0.0,1,0.25,0,0.0,3,0.75,107.0,193.3135,3.6514837167011076,,,
F2,2003,E. Fittipaldi,Carlin,4,0.0,,10.5,8.0,13.0,0,0.0,0,0.0,0,0.0,2,0.5,73.0,179.215,2.3804761428476167,,,
F2,2003,E. Fittipaldi,Charouz Racing System,3,0.0,,12.333333333333334,7.0,18.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,52.0,184.875,5.507570547286102,,,
F2,2003,F. Drugovich,MP Motorsport,4,0.0,,4.25,1.0,8.0,1,0.25,2,0.5,0,0.0,4,1.0,107.0,193.73125,3.304037933599835,,,
F2,2003,F. Drugovich,UNI-Virtuosi,4,0.0,,6.0,4.0,10.0,0,0.0,0,0.0,0,0.0,4,1.0,56.0,149.34925,2.70801280154532,,,
F2,2003,F. Vesti,PREMA Racing,3,0.0,,8.666666666666666,4.0,17.0,0,0.0,0,0.0,0,0.0,2,0.6666666666666666,44.0,183.32900000000004,7.234178138070234,,,
F2,2003,G. Alesi,BWT HWA RACELAB,3,0.0,,12.333333333333334,6.0,18.0,0,0.0,0,0.0,0,0.0,1,0.3333333333333333,76.0,199.74466666666663,6.027713773341707,,,
F2,2003,G. Samaia,Campos Racing,4,0.0,,17.5,15.0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,102.0,191.39999999999998,2.3804761428476167,,,
F2,2003,G. Samaia,Charouz Racing System,2,0.0,,18.5,17.0,20.0,0,0.0,0,0.0,0,0.0,0,0.0,17.0,126.82849999999999,2.1213203435596424,,,
F2,2003,G. Zhou,UNI-Virtuosi,8,0.0,,8.875,1.0,17.0,1,0.125,1,0.125,0,0.0,5,0.625,161.0,170.77925,6.2891630149465385,,,
F2,2003,I. Hadjar,Hitech Pulse-Eight,4,0.0,,13.75,7.0,20.0,0,0.0,0,0.0,0,0.0,1,0.25,78.0,178.711,5.315072906367325,,,
