series,year,driver_name,driver_code,team_name,n_races,total_points,avg_points,avg_finish,best_finish,worst_finish,wins,win_rate,podiums,podium_rate,points_finishes,points_rate,top10_finishes,top10_rate,total_laps,avg_kph,avg_best_lap_s,finish_std,points_std,dnf_count,dnf_rate
F3,2022,O  Rasmussen,RAS,Trident,2,,,10.5,2,19,0,0.0,1,0.5,,,1,0.5,29.0,140.3065,115.7635,12.020815280171307,,,
F3,2022,R  Stanek,STA,Trident,9,,,9.444444444444445,4,24,0,0.0,0,0.0,,,7,0.7777777777777778,188.0,159.039,102.95277777777778,6.125991983163035,,,
F3,2022,R  Ushijima,USH,Van Amersfoort Racing,9,,,18.22222222222222,12,27,0,0.0,0,0.0,,,0,0.0,201.0,158.75133333333332,103.68644444444445,5.3567195599960655,,,
F3,2022,R  Villagómez,VIL,Van Amersfoort Racing,8,,,13.875,1,25,1,0.125,2,0.25,,,3,0.375,146.0,156.304625,105.44928571428571,9.862446813182677,,,
F3,2022,S  Montoya,MON,Campos Racing,1,,,13.0,13,13,0,0.0,0,0.0,,,0,0.0,26.0,150.36,87.368,,,,
F3,2022,V  Martins,MAR,ART Grand Prix,9,,,7.444444444444445,2,16,0,0.0,2,0.2222222222222222,,,6,0.6666666666666666,184.0,156.40355555555556,99.92525,4.447221354708778,,,
F3,2022,W  Alatalo,ALA,Jenzer Motorsport,9,,,13.0,2,20,0,0.0,1,0.1111111111111111,,,2,0.2222222222222222,178.0,160.65955555555558,103.54055555555556,5.5226805085936315,,,
F3,2022,Z  Chovanec,CHO,Charouz Racing System,2,,,15.0,2,28,0,0.0,1,0.5,,,1,0.5,40.0,164.71949999999998,101.63550000000001,18.384776310850235,,,
F3,2022,Z  Maloney,MAL,Trident,9,,,10.0,3,29,0,0.0,2,0.2222222222222222,,,6,0.6666666666666666,163.0,157.85649999999998,102.80975,8.8175960442742,,,
F3,2022,Z  O'Sullivan,OSU,Carlin,9,,,12.666666666666666,4,21,0,0.0,0,0.0,,,3,0.3333333333333333,199.0,158.7752222222222,102.34533333333334,6.442049363362563,,,
F3,2023,A  García,GAR,Jenzer Motorsport,9,,,21.0,2,29,0,0.0,1,0.1111111111111111,,,2,0.2222222222222222,196.0,156.61955555555556,103.055,9.420721840708387,,,
F3,2023,C  Collet,CCO,Van Amersfoort Racing,9,,,13.0,1,23,1,0.1111111111111111,1,0.1111111111111111,,,3,0.3333333333333333,190.0,157.89,101.86944444444444,7.3824115301167,,,
F3,2023,C  Mansell,MAN,Campos Racing,9,,,12.444444444444445,6,18,0,0.0,0,0.0,,,3,0.3333333333333333,200.0,158.50811111111113,101.99922222222222,4.362084109434134,,,
F3,2023,D  Beganovic,BEG,PREMA Racing,9,,,10.555555555555555,3,20,0,0.0,2,0.2222222222222222,,,5,0.5555555555555556,200.0,158.9272222222222,101.35744444444444,7.485170524295207,,,
F3,2023,F  Colapinto,COL,MP Motorsport,9,,,9.777777777777779,1,30,1,0.1111111111111111,2,0.2222222222222222,,,5,0.5555555555555556,157.0,161.24475,102.77314285714286,8.842762263254873,,,
F3,2023,F  Simonazzi,SIM,Carlin,2,,,23.5,18,29,0,0.0,0,0.0,,,0,0.0,36.0,151.8655,121.15100000000001,7.7781745930520225,,,
F3,2023,G  Bortoleto,BOR,Trident,9,,,7.777777777777778,3,15,0,0.0,1,0.1111111111111111,,,7,0.7777777777777778,200.0,158.82133333333334,101.19311111111111,3.865804501581067,,,
F3,2023,G  Minì,MIN,Hitech Pulse-Eight,9,,,17.0,2,30,0,0.0,1,0.1111111111111111,,,3,0.3333333333333333,159.0,156.25171428571429,98.73985714285713,9.987492177719089,,,
F3,2023,G  Saucy,SAU,ART Grand Prix,9,,,12.11111111111111,1,24,1,0.1111111111111111,1,0.1111111111111111,,,4,0.4444444444444444,181.0,156.5591111111111,101.43822222222222,7.423685817106696,,,
F3,2023,H  Barter,BAR,Campos Racing,8,,,20.125,9,30,0,0.0,0,0.0,,,1,0.125,179.0,157.72325,101.939625,7.698562017861332,,,
F3,2023,H  Yeany,YEA,Carlin,5,,,19.2,1,26,1,0.2,1,0.2,,,1,0.2,108.0,153.9558,94.76379999999999,10.329569206893384,,,
F3,2023,I  Cohen,COH,Carlin,9,,,16.11111111111111,1,30,1,0.1111111111111111,1,0.1111111111111111,,,4,0.4444444444444444,140.0,158.456375,105.5615,11.857955604197171,,,
F3,2023,J  Dufek,DUF,Campos Racing,1,,,21.0,21,21,0,0.0,0,0.0,,,0,0.0,21.0,154.205,101.68,,,,
F3,2023,J  Edgar,EDG,MP Motorsport,9,,,17.11111111111111,7,30,0,0.0,0,0.0,,,3,0.3333333333333333,189.0,149.037,102.41144444444444,8.328331832432658,,,
F3,2023,J  Martí,MAR,Campos Racing,9,,,8.444444444444445,2,14,0,0.0,1,0.1111111111111111,,,6,0.6666666666666666,194.0,159.73555555555558,101.476,4.034572812303401,,,
F3,2023,K  Frederick,FRE,ART Grand Prix,9,,,14.666666666666666,1,29,1,0.1111111111111111,3,0.3333333333333333,,,4,0.4444444444444444,162.0,154.52966666666669,104.84277777777778,10.641898326896381,,,
F3,2023,L  Browning,BRO,Hitech Pulse-Eight,9,,,16.77777777777778,1,30,1,0.1111111111111111,1,0.1111111111111111,,,3,0.3333333333333333,154.0,158.430375,101.72614285714285,10.814085465005556,,,
F3,2023,L  Fornaroli,FOR,Trident,9,,,17.444444444444443,5,29,0,0.0,0,0.0,,,2,0.2222222222222222,195.0,154.1438888888889,101.44744444444444,8.293236869749819,,,
F3,2023,M  Boya,BOY,MP Motorsport,9,,,12.555555555555555,1,27,1,0.1111111111111111,2,0.2222222222222222,,,3,0.3333333333333333,162.0,159.74544444444444,102.6445,8.24789535443908,,,
F3,2023,M  Cresswell,CRE,PHM Racing by Charouz,2,,,22.0,19,25,0,0.0,0,0.0,,,0,0.0,48.0,168.82,96.416,4.242640687119285,,,
F3,2023,M  Esterson,EST,Carlin,2,,,12.0,2,22,0,0.0,1,0.5,,,1,0.5,33.0,158.619,103.524,14.142135623730951,,,
F3,2023,N  Bedrin,BED,Jenzer Motorsport,9,,,13.88888888888889,6,24,0,0.0,0,0.0,,,3,0.3333333333333333,194.0,158.39555555555555,102.47555555555556,6.489307444643929,,,
F3,2023,N  Tsolov,TSO,ART Grand Prix,9,,,19.666666666666668,12,28,0,0.0,0,0.0,,,0,0.0,200.0,157.61166666666665,102.04844444444444,5.123475382979798,,,
F3,2023,O  Goethe,GOE,Trident,9,,,13.11111111111111,1,29,1,0.1111111111111111,1,0.1111111111111111,,,4,0.4444444444444444,167.0,157.6335,104.221,10.552777412184488,,,
F3,2023,O  Gray,GRA,Carlin,9,,,19.77777777777778,3,28,0,0.0,1,0.1111111111111111,,,1,0.1111111111111111,197.0,156.83355555555556,103.13511111111112,7.102425250887506,,,
F3,2023,P  Aron,ARO,PREMA Racing,9,,,11.666666666666666,4,28,0,0.0,0,0.0,,,4,0.4444444444444444,200.0,158.34066666666666,101.42266666666666,7.33143914930759,,,
F3,2023,P  Wisnicki,WIS,PHM Racing by Charouz,4,,,19.5,4,28,0,0.0,0,0.0,,,1,0.25,80.0,146.80775,98.30625,10.598742063723098,,,
F3,2023,R  Faria,FAR,PHM Racing by Charouz,9,,,15.88888888888889,2,29,0,0.0,2,0.2222222222222222,,,4,0.4444444444444444,165.0,154.29122222222225,104.07422222222222,11.48307933923262,,,
F3,2023,R  Villagómez,VIL,Van Amersfoort Racing,9,,,20.88888888888889,17,27,0,0.0,0,0.0,,,0,0.0,200.0,157.51666666666668,102.10466666666667,4.166666666666667,,,
F3,2023,S  Floersch,FLO,PHM Racing by Charouz,9,,,20.0,10,26,0,0.0,0,0.0,,,1,0.1111111111111111,200.0,157.78044444444447,102.916,5.830951894845301,,,
F3,2023,S  Montoya,MON,Hitech Pulse-Eight,9,,,16.77777777777778,2,30,0,0.0,1,0.1111111111111111,,,3,0.3333333333333333,167.0,157.976375,103.21075,9.666666666666666,,,
F3,2023,T  Barnard,BAR,Jenzer Motorsport,9,,,13.666666666666666,5,24,0,0.0,0,0.0,,,3,0.3333333333333333,200.0,158.44577777777778,101.93366666666667,5.70087712549569,,,
F3,2023,T  Smith,SMI,Van Amersfoort Racing,9,,,21.22222222222222,3,30,0,0.0,1,0.1111111111111111,,,1,0.1111111111111111,198.0,157.42244444444447,102.44533333333334,8.288211172770906,,,
F3,2023,W  Shin,SHI,PHM Racing by Charouz,3,,,26.666666666666668,25,29,0,0.0,0,0.0,,,0,0.0,54.0,150.167,113.47866666666668,2.081665999466133,,,
F3,2023,Z  O'Sullivan,OSU,PREMA Racing,9,,,10.444444444444445,2,21,0,0.0,2,0.2222222222222222,,,5,0.5555555555555556,200.0,158.82044444444443,101.42888888888889,6.207074816512024,,,
F3,2024,A  Dunne,DUN,MP Motorsport,10,,,13.4,3,20,0,0.0,1,0.1,,,3,0.3,212.0,163.3249,106.9641,5.015531433014408,,,
F3,2024,A  Lindblad,LIN,PREMA Racing,10,,,8.5,3,25,0,0.0,2,0.2,,,8,0.8,216.0,165.34949999999998,104.175,6.519202405202649,,,
F3,2024,C  Mansell,MAN,ART Grand Prix,10,,,11.4,3,26,0,0.0,1,0.1,,,5,0.5,225.0,164.9827,100.8672,7.862710869809611,,,
F3,2024,C  Shields,SHI,Hitech Pulse-Eight,10,,,21.5,1,30,1,0.1,1,0.1,,,1,0.1,185.0,165.73955555555554,99.32487499999999,8.031189202104505,,,
F3,2024,C  Voisin,VOI,Rodin Motorsport,10,,,16.7,6,30,0,0.0,0,0.0,,,4,0.4,224.0,163.83089999999999,99.76849999999999,8.932462644136212,,,
F3,2024,C  Wurz,WUR,Jenzer Motorsport,10,,,17.0,1,30,1,0.1,1,0.1,,,3,0.3,170.0,163.76744444444444,103.2385,10.088497300281038,,,
F3,2024,D  Beganovic,BEG,PREMA Racing,10,,,11.7,2,25,0,0.0,1,0.1,,,5,0.5,225.0,165.0884,100.31739999999999,6.912950809089335,,,
F3,2024,G  Minì,MIN,PREMA Racing,10,,,9.8,3,23,0,0.0,1,0.1,,,7,0.7,225.0,165.5229,99.44919999999999,6.679986693266852,,,
F3,2024,J  Dufek,DUF,AIX Racing,10,,,18.3,1,28,1,0.1,1,0.1,,,2,0.2,192.0,161.9736,101.942,8.8700494800073,,,
F3,2024,J  Hedley,HED,Jenzer Motorsport,1,,,24.0,24,24,0,0.0,0,0.0,,,0,0.0,27.0,121.398,87.57,,,,
F3,2024,J  Loake,LOA,Rodin Motorsport,10,,,23.7,9,30,0,0.0,0,0.0,,,1,0.1,200.0,161.2488888888889,104.49799999999999,7.557924465236619,,,
F3,2024,J  Wharton,WHA,Hitech Pulse-Eight,1,,,27.0,27,27,0,0.0,0,0.0,,,0,0.0,20.0,145.001,122.662,,,,
F3,2024,K  Sztuka,SZT,MP Motorsport,10,,,21.4,13,30,0,0.0,0,0.0,,,0,0.0,225.0,163.85049999999998,101.6117,5.378971401051816,,,
F3,2024,L  Browning,BRO,Hitech Pulse-Eight,10,,,9.7,2,29,0,0.0,1,0.1,,,6,0.6,225.0,165.3781,100.42830000000001,8.219894565422763,,,
F3,2024,L  Fornaroli,FOR,Trident,10,,,7.7,3,13,0,0.0,2,0.2,,,7,0.7,225.0,165.4437,100.37780000000001,3.4976182372199127,,,
F3,2024,L  Van Hoepen,VAN,ART Grand Prix,10,,,11.4,2,17,0,0.0,2,0.2,,,3,0.3,219.0,164.6828,101.1122,6.168017869984201,,,
F3,2024,M  Boya,BOY,Campos Racing,10,,,14.7,5,30,0,0.0,0,0.0,,,5,0.5,206.0,160.25979999999998,105.12159999999999,9.381423725166192,,,
F3,2024,M  Esterson,EST,Jenzer Motorsport,10,,,18.6,6,25,0,0.0,0,0.0,,,1,0.1,217.0,161.8136,100.9617,6.095535707019979,,,
F3,2024,M  Stenshorne,STE,Hitech Pulse-Eight,9,,,17.77777777777778,1,29,1,0.1111111111111111,1,0.1111111111111111,,,1,0.1111111111111111,191.0,167.7837777777778,95.027,8.95513508800646,,,
F3,2024,M  Zagazeta,ZAG,Jenzer Motorsport,9,,,16.333333333333332,2,28,0,0.0,2,0.2222222222222222,,,2,0.2222222222222222,175.0,169.33488888888888,106.258,8.54400374531753,,,
F3,2024,N  Bedrin,BED,AIX Racing,10,,,15.9,1,26,1,0.1,2,0.2,,,3,0.3,205.0,163.38709999999998,100.1502,9.49210198006743,,,
F3,2024,N  León,LEO,Van Amersfoort Racing,10,,,16.8,6,27,0,0.0,0,0.0,,,2,0.2,225.0,164.1243,101.00219999999999,7.360555534589612,,,
F3,2024,N  Strømsted,STR,Campos Racing,1,,,8.0,8,8,0,0.0,0,0.0,,,1,1.0,21.0,188.505,100.358,,,,
F3,2024,N  Tsolov,TSO,ART Grand Prix,9,,,17.333333333333332,4,29,0,0.0,0,0.0,,,3,0.3333333333333333,210.0,165.86566666666667,98.19566666666667,9.273618495495704,,,
F3,2024,O  Goethe,GOE,Campos Racing,9,,,10.777777777777779,2,24,0,0.0,1,0.1111111111111111,,,4,0.4444444444444444,203.0,162.42855555555556,99.981,5.995368582868316,,,
F3,2024,P  Wisnicki,WIS,Rodin Motorsport,10,,,21.8,4,29,0,0.0,0,0.0,,,1,0.1,206.0,162.49020000000002,101.7624,7.927448797970533,,,
F3,2024,S  Floersch,FLO,Van Amersfoort Racing,10,,,10.2,1,27,3,0.3,5,0.5,,,5,0.5,156.0,162.37380000000002,107.27144444444444,9.919677414109795,,,
F3,2024,S  Meguetounif,MEG,Trident,10,,,12.8,1,30,2,0.2,2,0.2,,,5,0.5,217.0,165.5677,100.7473,9.589345939924973,,,
F3,2024,S  Montoya,MON,Campos Racing,10,,,13.0,2,30,0,0.0,2,0.2,,,5,0.5,191.0,160.8958,101.01219999999999,9.153020145163987,,,
F3,2024,S  Ramos,RAM,Trident,10,,,15.4,6,27,0,0.0,0,0.0,,,3,0.3,225.0,164.4731,100.8989,7.244921593011818,,,
F3,2024,T  Inthraphuvasak,INT,AIX Racing,10,,,24.0,18,30,0,0.0,0,0.0,,,0,0.0,202.0,162.29233333333335,101.03288888888889,4.784233364802441,,,
F3,2024,T  Smith,SMI,Van Amersfoort Racing,10,,,23.0,10,29,0,0.0,0,0.0,,,1,0.1,202.0,162.85555555555555,100.71555555555557,6.377042156569663,,,
F3,2024,T  Taponen,TAP,ART Grand Prix,1,,,2.0,2,2,0,0.0,1,1.0,,,1,1.0,1.0,164.431,,,,,
F3,2024,T  Tramnitz,TRA,MP Motorsport,10,,,14.5,4,24,0,0.0,0,0.0,,,2,0.2,225.0,164.7631,100.4748,5.582711408148075,,,
F3,2025,A  Giusti,GIU,MP Motorsport,10,,,13.9,8,26,0,0.0,0,0.0,,,3,0.3,207.0,161.4356,104.45930000000001,5.4456914671651715,,,
F3,2025,B  Badoer,BAD,PREMA Racing,10,,,13.7,1,27,1,0.1,1,0.1,,,4,0.4,177.0,160.8255,104.61489999999999,8.8700494800073,,,
F3,2025,B  Benavides,BEN,AIX Racing,8,,,12.875,1,30,2,0.25,3,0.375,,,4,0.5,133.0,160.503375,105.10275,11.556538038208995,,,
F3,2025,B  Del Pino,DEL,MP Motorsport,10,,,19.8,9,30,0,0.0,0,0.0,,,2,0.2,201.0,157.7472,104.9286,7.671013260609347,,,
F3,2025,C  Ho,HOD,AMS Lucas Oil,10,,,18.2,1,29,1,0.1,1,0.1,,,2,0.2,203.0,161.5703,104.54310000000001,9.02835040918944,,,
F3,2025,C  Voisin,VOI,Rodin Motorsport,9,,,15.777777777777779,3,27,0,0.0,1,0.1111111111111111,,,2,0.2222222222222222,191.0,161.56355555555555,104.52044444444444,7.013875137500271,,,
F3,2025,C  Wurz,WUR,TRIDENT,10,,,13.3,4,30,0,0.0,0,0.0,,,5,0.5,178.0,159.46922222222221,105.12466666666666,9.006787563955431,,,
F3,2025,F  Barrichello,BAR,AIX Racing,1,,,2.0,2,2,0,0.0,1,1.0,,,1,1.0,2.0,133.788,158.858,,,,
F3,2025,F  Slater,SLA,AIX Racing,1,,,1.0,1,1,1,1.0,1,1.0,,,1,1.0,2.0,138.73,,,,,
F3,2025,F  Slater,SLA,Hitech TGR,1,,,27.0,27,27,0,0.0,0,0.0,,,0,0.0,12.0,190.308,128.102,,,,
F3,2025,G  Xie,XIE,Hitech TGR,10,,,16.7,1,27,1,0.1,2,0.2,,,2,0.2,168.0,154.61690000000002,106.7281111111111,9.638464608017191,,,
F3,2025,I  Domingues,DOM,Van Amersfoort Racing,10,,,18.4,2,30,0,0.0,1,0.1,,,2,0.2,187.0,158.31300000000002,104.88510000000001,9.912954487269003,,,
F3,2025,J  Carrasquedo,CAR,Hitech TGR,2,,,21.0,15,27,0,0.0,0,0.0,,,0,0.0,51.0,170.393,88.23349999999999,8.48528137423857,,,
F3,2025,J  Dufek,DUF,Hitech TGR,4,,,18.0,12,23,0,0.0,0,0.0,,,0,0.0,87.0,154.54250000000002,101.99575,4.546060565661952,,,
F3,2025,J  Garfias,GAR,AIX Racing,1,,,2.0,2,2,0,0.0,1,1.0,,,1,1.0,2.0,164.187,95.812,,,,
F3,2025,J  Hedley,HED,AIX Racing,5,,,25.2,21,28,0,0.0,0,0.0,,,0,0.0,94.0,164.0814,110.4134,2.588435821108957,,,
F3,2025,J  Hedley,HED,Van Amersfoort Racing,1,,,23.0,23,23,0,0.0,0,0.0,,,0,0.0,22.0,171.589,99.726,,,,
F3,2025,J  Sagrera,SAG,AIX Racing,2,,,20.5,16,25,0,0.0,0,0.0,,,0,0.0,38.0,155.6235,112.8175,6.363961030678928,,,
F3,2025,J  Wharton,WHA,ART Grand Prix,10,,,17.7,4,29,0,0.0,0,0.0,,,2,0.2,204.0,159.9963,105.2019,7.257945837341153,,,
F3,2025,L  Sharp,SHA,Rodin Motorsport,10,,,15.3,2,26,0,0.0,1,0.1,,,2,0.2,194.0,159.4595,105.1857,7.334090869963971,,,
F3,2025,L  Van Hoepen,VAN,ART Grand Prix,10,,,14.1,9,26,0,0.0,0,0.0,,,3,0.3,206.0,160.4827,104.54159999999999,6.026792034094276,,,
F3,2025,M  Boya,BOY,Campos Racing,10,,,11.6,3,28,0,0.0,1,0.1,,,6,0.6,207.0,161.8397,104.1167,7.58946638440411,,,
F3,2025,M  Stenshorne,STE,Hitech TGR,10,,,16.3,2,29,0,0.0,1,0.1,,,3,0.3,206.0,159.15609999999998,104.7519,8.944893018427393,,,
F3,2025,M  Zagazeta,ZAG,DAMS Lucas Oil,10,,,18.6,1,30,1,0.1,1,0.1,,,2,0.2,192.0,156.6326,105.775,9.118966803073445,,,
F3,2025,N  Bedrin,BED,AIX Racing,1,,,5.0,5,5,0,0.0,0,0.0,,,1,1.0,16.0,145.76,110.661,,,,
F3,2025,N  Johnson,JOH,DAMS Lucas Oil,1,,,24.0,24,24,0,0.0,0,0.0,,,0,0.0,26.0,181.757,83.995,,,,
F3,2025,N  Johnson,JOH,Hitech TGR,3,,,22.666666666666668,16,27,0,0.0,0,0.0,,,0,0.0,56.0,147.49266666666668,115.19333333333333,5.859465277082315,,,
F3,2025,N  Lacorte,LAC,DAMS Lucas Oil,9,,,19.0,1,29,1,0.1111111111111111,1,0.1111111111111111,,,2,0.2222222222222222,167.0,158.1888888888889,107.17011111111111,9.810708435174291,,,
F3,2025,N  León,LEO,PREMA Racing,10,,,12.4,2,23,0,0.0,2,0.2,,,4,0.4,196.0,162.0476,104.56559999999999,7.4266786355379315,,,
F3,2025,N  Marinangeli,MAR,AIX Racing,10,,,24.1,1,29,1,0.1,1,0.1,,,1,0.1,190.0,157.8843,106.27439999999999,8.543353491977777,,,
F3,2025,N  Strømsted,STR,TRIDENT,10,,,10.9,2,22,0,0.0,2,0.2,,,5,0.5,206.0,160.4743,104.73600000000002,7.1250730990402245,,,
F3,2025,N  Tsolov,TSO,Campos Racing,8,,,10.875,5,28,0,0.0,0,0.0,,,6,0.75,165.0,159.72375,106.6675,7.278883352351709,,,
F3,2025,R  Bilinski,BIL,Rodin Motorsport,10,,,12.3,3,25,0,0.0,1,0.1,,,4,0.4,184.0,162.0376,105.77277777777778,6.18331087147762,,,
F3,2025,R  Câmara,CAM,TRIDENT,10,,,8.0,2,30,0,0.0,2,0.2,,,8,0.8,202.0,160.8662,104.4356,8.12403840463596,,,
F3,2025,S  Ramos,RAM,Van Amersfoort Racing,9,,,16.22222222222222,1,29,1,0.1111111111111111,1,0.1111111111111111,,,3,0.3333333333333333,161.0,154.6871111111111,106.938125,9.627795409357454,,,
F3,2025,T  Inthraphuvasak,INT,Campos Racing,10,,,14.3,7,20,0,0.0,0,0.0,,,3,0.3,207.0,161.3878,104.59670000000001,5.121848624601602,,,
F3,2025,T  Naël,NAE,Van Amersfoort Racing,10,,,13.5,4,29,0,0.0,0,0.0,,,5,0.5,206.0,161.01590000000002,104.17940000000002,9.033886821911768,,,
F3,2025,T  Taponen,TAP,ART Grand Prix,10,,,15.3,5,24,0,0.0,0,0.0,,,3,0.3,207.0,161.32620000000003,104.67160000000001,7.071853442423076,,,
F3,2025,T  Tramnitz,TRA,MP Motorsport,10,,,11.8,3,26,0,0.0,1,0.1,,,4,0.4,207.0,160.3994,104.6976,6.892830413633511,,,
F3,2025,U  Ugochukwu,UGO,PREMA Racing,10,,,14.7,3,29,0,0.0,3,0.3,,,4,0.4,174.0,156.26749999999998,105.96289999999999,10.954958288880478,,,
