series,year,driver_name,driver_code,team_name,n_races,total_points,avg_points,avg_finish,best_finish,worst_finish,wins,win_rate,podiums,podium_rate,points_finishes,points_rate,top10_finishes,top10_rate,total_laps,avg_kph,finish_std,points_std,dnf_count,dnf_rate,avg_best_lap_s
F3,2024,S  Ramos,RAM,Trident,10,,,15.4,6,27,0,0.0,0,0.0,,,3,0.3,225.0,164.4731,7.244921593011818,,,,100.8989
F3,2024,C  Shields,SHI,Hitech Pulse-Eight,10,,,21.5,1,30,1,0.1,1,0.1,,,1,0.1,185.0,165.73955555555554,8.031189202104505,,,,99.324875
F3,2024,T  Smith,SMI,Van Amersfoort Racing,10,,,23.0,10,29,0,0.0,0,0.0,,,1,0.1,202.0,162.85555555555555,6.377042156569663,,,,100.71555555555555
F3,2024,M  Stenshorne,STE,Hitech Pulse-Eight,9,,,17.77777777777778,1,29,1,0.1111111111111111,1,0.1111111111111111,,,1,0.1111111111111111,191.0,167.7837777777778,8.95513508800646,,,,95.027
F3,2024,N  Strømsted,STR,Campos Racing,1,,,8.0,8,8,0,0.0,0,0.0,,,1,1.0,21.0,188.505,,,,,100.358
F3,2024,K  Sztuka,SZT,MP Motorsport,10,,,21.4,13,30,0,0.0,0,0.0,,,0,0.0,225.0,163.85049999999998,5.378971401051816,,,,101.6117
F3,2024,T  Taponen,TAP,ART Grand Prix,1,,,2.0,2,2,0,0.0,1,1.0,,,1,1.0,1.0,164.431,,,,,
F3,2024,T  Tramnitz,TRA,MP Motorsport,10,,,14.5,4,24,0,0.0,0,0.0,,,2,0.2,225.0,164.7631,5.582711408148075,,,,100.4748
F3,2024,N  Tsolov,TSO,ART Grand Prix,9,,,17.333333333333332,4,29,0,0.0,0,0.0,,,3,0.3333333333333333,210.0,165.86566666666667,9.273618495495704,,,,98.19566666666668
F3,2024,L  Van Hoepen,VAN,ART Grand Prix,10,,,11.4,2,17,0,0.0,2,0.2,,,3,0.3,219.0,164.6828,6.168017869984201,,,,101.1122
F3,2024,C  Voisin,VOI,Rodin Motorsport,10,,,16.7,6,30,0,0.0,0,0.0,,,4,0.4,224.0,163.8309,8.932462644136212,,,,99.7685
F3,2024,J  Wharton,WHA,Hitech Pulse-Eight,1,,,27.0,27,27,0,0.0,0,0.0,,,0,0.0,20.0,145.001,,,,,122.662
F3,2024,P  Wisnicki,WIS,Rodin Motorsport,10,,,21.8,4,29,0,0.0,0,0.0,,,1,0.1,206.0,162.49020000000002,7.927448797970533,,,,101.7624
F3,2024,C  Wurz,WUR,Jenzer Motorsport,10,,,17.0,1,30,1,0.1,1,0.1,,,3,0.3,170.0,163.76744444444444,10.088497300281038,,,,103.2385
F3,2024,M  Zagazeta,ZAG,Jenzer Motorsport,9,,,16.333333333333332,2,28,0,0.0,2,0.2222222222222222,,,2,0.2222222222222222,175.0,169.33488888888888,8.54400374531753,,,,106.258
