URL,Track Name,Country,City,Date,Length (Km),Race Type,Position,Car Number,Driver Name,Team Name,Laps,Time,Gap,Interval,KPH,Best Lap Time
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,1.0,1,C. Leclerc,PREMA Racing,23.0,43:01.023,0,0,173.275,1:44.074
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,2.0,5,L. Ghiotto,RUSSIAN TIME,23.0,43:02.592,1.569,0,173.17,1:47.043
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,3.0,9,O. Rowland,DAMS,23.0,43:03.921,2.898,1.329,173.081,1:47.175
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,4.0,10,N. Latifi,DAMS,23.0,43:08.598,7.575,4.677,172.768,1:47.760
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,5.0,15,J. King,MP Motorsport,23.0,43:10.985,9.962,2.387,172.609,1:46.998
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,6.0,18,N. de Vries,Rapax,23.0,43:11.888,10.865,0.903,172.549,1:47.632
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,7.0,8,A. Albon,ART Grand Prix,23.0,43:12.405,11.382,0.517,172.514,1:47.821
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,8.0,6,A. Markelov,RUSSIAN TIME,23.0,43:19.976,18.953,7.571,172.012,1:45.891
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,9.0,19,J. Cecotto,Rapax,23.0,43:20.173,19.150,0.197,171.999,1:47.868
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,10.0,2,A. Fuoco,PREMA Racing,23.0,43:21.006,19.983,0.833,171.944,1:46.884
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,11.0,17,S. Canamasas,Trident,23.0,43:29.852,28.829,8.846,171.361,1:48.247
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,12.0,3,L. Delétraz,Racing Engineering,23.0,43:32.210,31.187,2.358,171.206,1:48.033
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,13.0,4,G. Malja,Racing Engineering,23.0,43:34.645,33.622,2.435,171.047,1:48.684
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,14.0,7,N. Matsushita,ART Grand Prix,23.0,43:35.415,34.392,0.770,170.996,1:45.961
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,15.0,12,S. Coletti,Campos Racing,23.0,43:36.924,35.901,1.509,170.898,1:47.837
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,16.0,16,N. Jeffri,Trident,23.0,43:42.618,41.595,5.694,170.527,1:48.576
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,17.0,21,S. Gelael,Pertamina Arden,23.0,43:53.052,52.029,10.434,169.851,1:46.512
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Sprint Race Results,18.0,14,S. Sette Câmara,MP Motorsport,23.0,44:09.593,68.570,16.541,168.791,1:43.950
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,1.0,6,A. Markelov,RUSSIAN TIME,32.0,58:18.977,0,0,177.931,1:46.038
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,2.0,20,N. Nato,Pertamina Arden,32.0,58:26.868,7.891,0,177.53,1:46.187
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,3.0,1,C. Leclerc,PREMA Racing,32.0,58:32.757,13.780,5.889,177.233,1:46.550
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,4.0,15,J. King,MP Motorsport,32.0,58:36.455,17.478,3.698,177.046,1:46.729
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,5.0,9,O. Rowland,DAMS,32.0,58:37.121,18.144,0.666,177.013,1:46.761
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,6.0,8,A. Albon,ART Grand Prix,32.0,58:38.721,19.744,1.600,176.932,1:46.171
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,7.0,5,L. Ghiotto,RUSSIAN TIME,32.0,58:46.033,27.056,7.312,176.565,1:46.787
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,8.0,7,N. Matsushita,ART Grand Prix,32.0,58:48.948,29.971,2.915,176.419,1:46.668
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,9.0,2,A. Fuoco,PREMA Racing,32.0,58:49.927,30.950,0.979,176.37,1:46.969
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,10.0,18,N. de Vries,Rapax,32.0,58:54.703,35.726,4.776,176.132,1:46.901
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,11.0,10,N. Latifi,DAMS,32.0,59:06.555,47.578,11.852,175.544,1:47.731
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,12.0,11,R. Boschung,Campos Racing,32.0,59:11.506,52.529,2.383,175.299,1:46.520
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,13.0,14,S. Sette Câmara,MP Motorsport,32.0,59:14.123,50.146,2.568,175.417,1:47.610
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,14.0,17,S. Canamasas,Trident,32.0,59:15.288,56.311,3.782,175.112,1:48.907
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,15.0,19,J. Cecotto,Rapax,32.0,59:25.700,66.723,10.412,174.601,1:46.798
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,16.0,12,S. Coletti,Campos Racing,32.0,59:31.910,72.933,6.210,174.298,1:45.843
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,17.0,21,S. Gelael,Pertamina Arden,32.0,59:37.556,78.579,5.646,174.022,1:46.989
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,18.0,4,G. Malja,Racing Engineering,32.0,59:43.460,84.483,5.904,173.736,1:48.343
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,19.0,16,N. Jeffri,Trident,32.0,59:57.959,98.982,14.499,173.036,1:48.976
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Feature Race Results,20.0,3,L. Delétraz,Racing Engineering,32.0,59:58.083,99.106,0.124,173.03,1:46.796
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,1.0,1,C. Leclerc,PREMA Racing,8.0,1:38.907,0,0,196.985,20:19:15
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,2.0,18,N. de Vries,Rapax,10.0,1:39.665,0.758,0.080,195.486,20:27:37
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,3.0,20,N. Nato,Pertamina Arden,10.0,1:39.696,0.789,0.031,195.426,20:10:36
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,4.0,5,L. Ghiotto,RUSSIAN TIME,10.0,1:39.948,1.041,0.252,194.933,20:11:07
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,5.0,2,A. Fuoco,PREMA Racing,11.0,1:39.585,0.678,0,195.643,20:10:12
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,6.0,7,N. Matsushita,ART Grand Prix,10.0,1:40.011,1.104,0.063,194.81,20:26:41
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,7.0,6,A. Markelov,RUSSIAN TIME,10.0,1:40.018,1.111,0.007,194.796,20:11:10
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,8.0,9,O. Rowland,DAMS,10.0,1:40.053,1.146,0.035,194.728,20:26:27
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,9.0,8,A. Albon,ART Grand Prix,10.0,1:40.140,1.233,0.087,194.559,20:11:19
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,10.0,14,S. Sette Câmara,MP Motorsport,11.0,1:40.168,1.261,0.028,194.505,20:26:44
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,11.0,15,J. King,MP Motorsport,10.0,1:40.201,1.294,0.033,194.441,20:10:21
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,12.0,19,J. Cecotto,Rapax,11.0,1:40.262,1.355,0.061,194.322,20:10:18
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,13.0,10,N. Latifi,DAMS,11.0,1:40.280,1.373,0.018,194.287,20:26:34
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,14.0,3,L. Delétraz,Racing Engineering,11.0,1:40.453,1.546,0.173,193.953,20:09:45
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,15.0,11,R. Boschung,Campos Racing,11.0,1:40.501,1.594,0.028,193.86,20:26:36
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,16.0,16,N. Jeffri,Trident,9.0,1:41.604,2.697,0.188,191.756,20:11:16
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,17.0,4,G. Malja,Racing Engineering,9.0,1:40.473,1.566,0.020,193.914,20:09:54
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,18.0,21,S. Gelael,Pertamina Arden,10.0,1:40.778,1.871,0.277,193.327,20:10:46
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,19.0,17,S. Canamasas,Trident,10.0,1:40.810,1.903,0.032,193.266,20:07:14
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Qualifying Session Results,20.0,12,S. Coletti,Campos Racing,11.0,1:41.416,2.509,0.606,192.111,20:10:31
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,1.0,9,O. Rowland,DAMS,16.0,1:42.221,0,0,190.598,11:39:59
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,2.0,6,A. Markelov,RUSSIAN TIME,13.0,1:42.313,0.092,0,190.427,11:40:16
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,3.0,1,C. Leclerc,PREMA Racing,15.0,1:42.372,0.151,0.059,190.317,11:44:29
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,4.0,2,A. Fuoco,PREMA Racing,12.0,1:42.381,0.160,0.009,190.3,11:40:08
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,5.0,20,N. Nato,Pertamina Arden,13.0,1:42.594,0.373,0.213,189.905,11:45:24
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,6.0,5,L. Ghiotto,RUSSIAN TIME,14.0,1:42.715,0.494,0.121,189.682,11:47:06
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,7.0,18,N. de Vries,Rapax,6.0,1:43.052,0.831,0.337,189.061,11:46:57
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,8.0,19,J. Cecotto,Rapax,16.0,1:43.146,0.925,0.094,188.889,11:42:34
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,9.0,7,N. Matsushita,ART Grand Prix,15.0,1:43.213,0.992,0.067,188.766,11:39:18
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,10.0,4,G. Malja,Racing Engineering,14.0,1:43.230,1.009,0.017,188.735,11:36:17
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,11.0,14,S. Sette Câmara,MP Motorsport,15.0,1:43.260,1.039,0.030,188.68,11:40:55
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,12.0,15,J. King,MP Motorsport,15.0,1:43.265,1.044,0.005,188.671,11:36:22
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,13.0,10,N. Latifi,DAMS,15.0,1:43.323,1.102,0.058,188.565,11:36:12
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,14.0,21,S. Gelael,Pertamina Arden,13.0,1:43.355,1.134,0.032,188.507,11:47:10
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,15.0,11,R. Boschung,Campos Racing,12.0,1:43.479,1.258,0.124,188.281,11:41:46
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,16.0,12,S. Coletti,Campos Racing,16.0,1:43.632,1.411,0.153,188.003,11:57:14
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,17.0,16,N. Jeffri,Trident,16.0,1:43.891,1.670,0.259,187.535,11:39:24
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,18.0,17,S. Canamasas,Trident,15.0,1:43.958,1.737,0.067,187.414,11:38:32
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,19.0,3,L. Delétraz,Racing Engineering,14.0,1:44.016,1.795,0.058,187.309,11:36:09
https://www.fiaformula2.com/Results?raceid=972,Bahrain International Circuit,Bahrain,Sakhir,2014-04-16 20:17:00,5.412,Free Practice Results,20.0,8,A. Albon,ART Grand Prix,15.0,1:44.360,2.139,0.344,186.692,11:47:31
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,1.0,7,N. Matsushita,ART Grand Prix,26.0,42:20.450,0,0,171.329,1:35.246
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,2.0,9,O. Rowland,DAMS,26.0,42:23.759,3.309,0,171.106,1:35.178
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,3.0,10,N. Latifi,DAMS,26.0,42:25.071,4.621,1.312,171.018,1:34.811
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,4.0,1,C. Leclerc,PREMA Racing,26.0,42:29.627,9.177,4.556,170.712,1:35.136
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,5.0,15,J. King,MP Motorsport,26.0,42:35.783,15.333,6.156,170.301,1:35.534
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,6.0,4,G. Malja,Racing Engineering,26.0,42:38.437,17.987,2.654,170.125,1:35.246
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,7.0,5,L. Ghiotto,RUSSIAN TIME,26.0,42:38.542,18.092,0.105,170.118,1:35.492
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,8.0,8,A. Albon,ART Grand Prix,26.0,42:41.585,21.135,3.043,169.915,1:35.096
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,9.0,6,A. Markelov,RUSSIAN TIME,26.0,42:42.002,21.552,0.417,169.888,1:35.400
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,10.0,19,J. Cecotto,Rapax,26.0,42:51.194,30.744,9.192,169.281,1:35.574
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,11.0,17,S. Canamasas,Trident,26.0,42:51.999,31.549,0.805,169.228,1:36.315
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,12.0,12,R. Merhi,Campos Racing,26.0,42:54.884,34.434,2.885,169.038,1:35.765
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,13.0,20,N. Nato,Pertamina Arden,26.0,42:55.721,35.271,0.837,168.983,1:35.855
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,14.0,3,L. Delétraz,Racing Engineering,26.0,42:58.540,38.090,2.819,168.798,1:36.532
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,15.0,14,S. Sette Câmara,MP Motorsport,26.0,42:59.896,39.446,1.356,168.71,1:36.330
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,16.0,21,S. Gelael,Pertamina Arden,26.0,43:07.400,46.950,7.504,168.22,1:36.084
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,17.0,11,R. Boschung,Campos Racing,26.0,43:10.676,50.226,3.276,168.008,1:34.670
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Sprint Race Results,18.0,16,N. Jeffri,Trident,26.0,43:20.362,59.912,9.686,167.382,1:36.672
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,1.0,1,C. Leclerc,PREMA Racing,37.0,1:02:33.684,0,0,165.062,1:35.729
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,2.0,5,L. Ghiotto,RUSSIAN TIME,37.0,1:02:37.414,3.730,0,164.898,1:35.583
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,3.0,9,O. Rowland,DAMS,37.0,1:02:44.830,11.146,7.416,164.573,1:34.340
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,4.0,7,N. Matsushita,ART Grand Prix,37.0,1:02:47.787,14.103,2.957,164.444,1:36.548
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,5.0,8,A. Albon,ART Grand Prix,37.0,1:02:51.003,17.319,3.216,164.304,1:34.630
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,6.0,10,N. Latifi,DAMS,37.0,1:02:57.563,23.879,6.560,164.019,1:34.865
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,7.0,4,G. Malja,Racing Engineering,37.0,1:02:58.463,24.779,0.900,163.979,1:37.161
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,8.0,6,A. Markelov,RUSSIAN TIME,37.0,1:02:59.087,25.403,0.624,163.952,1:34.294
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,9.0,15,J. King,MP Motorsport,37.0,1:03:04.651,30.967,5.564,163.711,1:36.436
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,10.0,18,N. de Vries,Rapax,37.0,1:03:17.516,43.832,5.631,163.157,1:36.442
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,11.0,3,L. Delétraz,Racing Engineering,37.0,1:03:23.967,50.283,6.451,162.88,1:35.114
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,12.0,11,R. Boschung,Campos Racing,37.0,1:03:11.885,38.201,7.234,163.399,1:36.638
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,13.0,2,A. Fuoco,PREMA Racing,37.0,1:03:39.654,65.970,9.997,162.211,1:36.008
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,14.0,14,S. Sette Câmara,MP Motorsport,37.0,1:03:29.657,55.973,5.690,162.637,1:34.706
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,15.0,21,S. Gelael,Pertamina Arden,37.0,1:03:42.017,68.333,0.549,162.111,1:35.716
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,16.0,20,N. Nato,Pertamina Arden,37.0,1:03:42.925,69.241,0.908,162.072,1:36.627
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,17.0,19,J. Cecotto,Rapax,37.0,1:03:41.468,67.784,1.814,162.134,1:35.355
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,18.0,16,N. Jeffri,Trident,37.0,1:04:03.205,89.521,20.280,161.217,1:36.913
https://www.fiaformula2.com/Results?raceid=974,Circuit de Barcelona-Catalunya,Spain,Barcelona,2012-05-14 20:17:00,4.657,Feature Race Results,19.0,12,R. Merhi,Campos Racing,33.0,57:40.374,DNF,0,159.682,1:35.965
